Time,ID,D0,D1,D2,D3,D4,D5,D6,D7,Class
Z(1709970800.443816),284,0,0,0,0,90,0,0,0,R
Z(1709970800.448048),106,0D,58,0,0,0,0,0,0,R
Z(1709970800.451825),0,0,0,0,0,0,0,0,0,T
Z(1709970800.458723),106,0D,50,0,0,0,0,0,0,R
Z(1709970800.467840),106,0D,50,0,0,0,0,0,0,R
Z(1709970800.471861),0,0,0,0,0,0,0,0,0,T
Z(1709970800.478850),106,0D,50,0,0,0,0,0,0,R
Z(1709970800.487877),0,0,0,0,0,0,0,0,0,T
Z(1709970800.491819),0,0,0,0,0,0,0,0,0,T
Z(1709970800.500314),106,0D,4C,0,0,0,0,0,0,R
Z(1709970800.501851),103,0,0,0,0,0,0,0,0,R
Z(1709970800.507882),106,0D,4C,0,0,0,0,0,0,R
Z(1709970800.511849),197,0,0,0,0,0,0,0,0,R
Z(1709970800.518700),106,0D,4C,0,0,0,0,0,0,R
Z(1709970800.527810),0,0,0,0,0,0,0,0,0,T
Z(1709970800.531870),197,0,0,0,0,0,0,0,0,R
Z(1709970800.538721),0,0,0,0,0,0,0,0,0,T
Z(1709970800.541843),280,0,0,30,68,0,0,0,0,R
Z(1709970800.543856),284,0,0,0,0,90,0,0,0,R
Z(1709970800.548037),106,0D,50,0,0,0,0,0,0,R
Z(1709970800.551932),0,0,0,0,0,0,0,0,0,T
Z(1709970800.558764),106,0D,50,0,0,0,0,0,0,R
Z(1709970800.567877),0,0,0,0,0,0,0,0,0,T
Z(1709970800.571886),197,0,0,0,0,0,0,0,0,R
Z(1709970800.578734),106,0D,50,0,0,0,0,0,0,R
Z(1709970800.587874),106,0D,50,0,0,0,0,0,0,R
Z(1709970800.591788),197,0,0,0,0,0,0,0,0,R
Z(1709970800.600361),106,0D,58,0,0,0,0,0,0,R
Z(1709970800.601886),103,0,0,0,0,0,0,0,0,R
Z(1709970800.607925),0,0,0,0,0,0,0,0,0,T
Z(1709970800.611876),197,0,0,0,0,0,0,0,0,R
Z(1709970800.618712),106,0D,58,0,0,0,0,0,0,R
Z(1709970800.627814),0,0,0,0,0,0,0,0,0,T
Z(1709970800.631891),197,0,0,0,0,0,0,0,0,R
Z(1709970800.638685),106,0D,54,0,0,0,0,0,0,R
Z(1709970800.639865),280,0,0,30,68,0,0,0,0,R
Z(1709970800.641871),284,0,0,0,0,90,0,0,0,R
Z(1709970800.648054),106,0D,54,0,0,0,0,0,0,R
Z(1709970800.651882),197,0,0,0,0,0,0,0,0,R
Z(1709970800.658727),106,0D,54,0,0,0,0,0,0,R
Z(1709970800.667913),0,0,0,0,0,0,0,0,0,T
Z(1709970800.671897),197,0,0,0,0,0,0,0,0,R
Z(1709970800.678783),106,0D,54,0,0,0,0,0,0,R
Z(1709970800.688781),106,0D,50,0,0,0,0,0,0,R
Z(1709970800.691856),0,0,0,0,0,0,0,0,0,T
Z(1709970800.700344),106,0D,50,0,0,0,0,0,0,R
Z(1709970800.701912),103,0,0,0,0,0,0,0,0,R
Z(1709970800.707968),0,0,0,0,0,0,0,0,0,T
Z(1709970800.711847),197,0,0,0,0,0,0,0,0,R
Z(1709970800.718687),0,0,0,0,0,0,0,0,0,T
Z(1709970800.727877),106,0D,50,0,0,0,0,0,0,R
Z(1709970800.731856),197,0,0,0,0,0,0,0,0,R
Z(1709970800.738660),106,0D,50,0,0,0,0,0,0,R
Z(1709970800.741906),0,0,0,0,0,0,0,0,0,T
Z(1709970800.743897),284,0,0,0,0,90,0,0,0,R
Z(1709970800.748098),106,0D,50,0,0,0,0,0,0,R
Z(1709970800.751894),197,0,0,0,0,0,0,0,0,R
Z(1709970800.759082),106,0D,50,0,0,0,0,0,0,R
Z(1709970800.767904),0,0,0,0,0,0,0,0,0,T
Z(1709970800.771986),197,0,0,0,0,0,0,0,0,R
Z(1709970800.778805),106,0D,50,0,0,0,0,0,0,R
Z(1709970800.788003),106,0D,54,0,0,0,0,0,0,R
Z(1709970800.792001),0,0,0,0,0,0,0,0,0,T
Z(1709970800.800443),0,0,0,0,0,0,0,0,0,T
Z(1709970800.801915),103,0,0,0,0,0,0,0,0,R
Z(1709970800.807994),106,0D,54,0,0,0,0,0,0,R
Z(1709970800.811999),197,0,0,0,0,0,0,0,0,R
Z(1709970800.818755),0,0,0,0,0,0,0,0,0,T
Z(1709970800.828000),106,0D,54,0,0,0,0,0,0,R
Z(1709970800.831977),0,0,0,0,0,0,0,0,0,T
Z(1709970800.838754),106,0D,54,0,0,0,0,0,0,R
Z(1709970800.840052),280,0,0,30,68,0,0,0,0,R
Z(1709970800.841987),284,0,0,0,0,90,0,0,0,R
Z(1709970800.848129),106,0D,54,0,0,0,0,0,0,R
Z(1709970800.851985),0,0,0,0,0,0,0,0,0,T
Z(1709970800.858805),106,0D,54,0,0,0,0,0,0,R
Z(1709970800.867931),106,0D,54,0,0,0,0,0,0,R
Z(1709970800.871945),197,0,0,0,0,0,0,0,0,R
Z(1709970800.878789),106,0D,5C,0,0,0,0,0,0,R
Z(1709970800.887937),106,0D,5C,0,0,0,0,0,0,R
Z(1709970800.891946),0,0,0,0,0,0,0,0,0,T
Z(1709970800.900242),106,0D,5C,0,0,0,0,0,0,R
Z(1709970800.901873),103,0,0,0,0,0,0,0,0,R
Z(1709970800.907830),106,0D,5C,0,0,0,0,0,0,R
Z(1709970800.911881),197,0,0,0,0,0,0,0,0,R
Z(1709970800.918585),106,0D,5C,0,0,0,0,0,0,R
Z(1709970800.927889),106,0D,60,0,0,0,0,0,0,R
Z(1709970800.931987),197,0,0,0,0,0,0,0,0,R
Z(1709970800.938610),106,0D,60,0,0,0,0,0,0,R
Z(1709970800.942007),0,0,0,0,0,0,0,0,0,T
Z(1709970800.943957),284,0,0,0,0,90,0,0,0,R
Z(1709970800.948130),106,0D,60,0,0,0,0,0,0,R
Z(1709970800.951876),197,0,0,0,0,0,0,0,0,R
Z(1709970800.959114),106,0D,60,0,0,0,0,0,0,R
Z(1709970800.968015),106,0D,5C,0,0,0,0,0,0,R
Z(1709970800.971996),197,0,0,0,0,0,0,0,0,R
Z(1709970800.978818),106,0D,5C,0,0,0,0,0,0,R
Z(1709970800.987965),106,0D,5C,0,0,0,0,0,0,R
Z(1709970800.992087),197,0,0,0,0,0,0,0,0,R
Z(1709970801.000415),106,0D,5C,0,0,0,0,0,0,R
Z(1709970801.002012),103,0,0,0,0,0,0,0,0,R
Z(1709970801.008015),106,0D,5C,0,0,0,0,0,0,R
Z(1709970801.012054),197,0,0,0,0,0,0,0,0,R
Z(1709970801.018795),106,0D,5C,0,0,0,0,0,0,R
Z(1709970801.028035),106,0D,5C,0,0,0,0,0,0,R
Z(1709970801.032027),0,0,0,0,0,0,0,0,0,T
Z(1709970801.038833),106,0D,5C,0,0,0,0,0,0,R
Z(1709970801.040089),0,0,0,0,0,0,0,0,0,T
Z(1709970801.041985),284,0,0,0,0,90,0,0,0,R
Z(1709970801.048120),106,0D,5C,0,0,0,0,0,0,R
Z(1709970801.052111),0,0,0,0,0,0,0,0,0,T
Z(1709970801.058775),0,0,0,0,0,0,0,0,0,T
Z(1709970801.068163),106,0D,64,0,0,0,0,0,0,R
Z(1709970801.072010),197,0,0,0,0,0,0,0,0,R
Z(1709970801.078858),0,0,0,0,0,0,0,0,0,T
Z(1709970801.087986),106,0D,64,0,0,0,0,0,0,R
Z(1709970801.091999),0,0,0,0,0,0,0,0,0,T
Z(1709970801.100307),0,0,0,0,0,0,0,0,0,T
Z(1709970801.101990),103,0,0,0,0,0,0,0,0,R
Z(1709970801.107957),0,0,0,0,0,0,0,0,0,T
Z(1709970801.112010),0,0,0,0,0,0,0,0,0,T
Z(1709970801.118631),106,0D,60,0,0,0,0,0,0,R
Z(1709970801.127972),106,0D,60,0,0,0,0,0,0,R
Z(1709970801.131906),197,0,0,0,0,0,0,0,0,R
Z(1709970801.138714),0,0,0,0,0,0,0,0,0,T
Z(1709970801.142094),280,0,0,31,68,0,0,0,0,R
Z(1709970801.143979),284,0,0,0,0,90,0,0,0,R
Z(1709970801.148095),0,0,0,0,0,0,0,0,0,T
Z(1709970801.151993),197,0,0,0,0,0,0,0,0,R
Z(1709970801.159541),106,0D,58,0,0,0,0,0,0,R
Z(1709970801.168022),0,0,0,0,0,0,0,0,0,T
Z(1709970801.171998),197,0,0,0,0,0,0,0,0,R
Z(1709970801.178730),0,0,0,0,0,0,0,0,0,T
Z(1709970801.188029),106,0D,58,0,0,0,0,0,0,R
Z(1709970801.192028),197,0,0,0,0,0,0,0,0,R
Z(1709970801.196017),106,0D,58,0,0,0,0,0,0,R
Z(1709970801.200348),103,0,0,0,0,0,0,0,0,R
Z(1709970801.207986),0,0,0,0,0,0,0,0,0,T
Z(1709970801.212072),0,0,0,0,0,0,0,0,0,T
Z(1709970801.218768),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.228005),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.232019),197,0,0,0,0,0,0,0,0,R
Z(1709970801.236114),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.240026),280,0,0,31,68,0,0,0,0,R
Z(1709970801.242014),284,0,0,0,0,90,0,0,0,R
Z(1709970801.248066),106,0D,44,0,0,0,0,0,0,R
Z(1709970801.252010),197,0,0,0,0,0,0,0,0,R
Z(1709970801.255996),106,0D,44,0,0,0,0,0,0,R
Z(1709970801.268035),0,0,0,0,0,0,0,0,0,T
Z(1709970801.272058),0,0,0,0,0,0,0,0,0,T
Z(1709970801.278760),106,0D,44,0,0,0,0,0,0,R
Z(1709970801.288040),106,0D,44,0,0,0,0,0,0,R
Z(1709970801.292042),0,0,0,0,0,0,0,0,0,T
Z(1709970801.296035),0,0,0,0,0,0,0,0,0,T
Z(1709970801.300351),103,0,0,0,0,0,0,0,0,R
Z(1709970801.308021),0,0,0,0,0,0,0,0,0,T
Z(1709970801.311913),0,0,0,0,0,0,0,0,0,T
Z(1709970801.316045),106,0D,4C,0,0,0,0,0,0,R
Z(1709970801.328085),106,0D,4C,0,0,0,0,0,0,R
Z(1709970801.331980),0,0,0,0,0,0,0,0,0,T
Z(1709970801.336247),0,0,0,0,0,0,0,0,0,T
Z(1709970801.342032),280,0,0,32,68,0,0,0,0,R
Z(1709970801.344013),284,0,0,0,0,90,0,0,0,R
Z(1709970801.348121),0,0,0,0,0,0,0,0,0,T
Z(1709970801.352041),197,0,0,0,0,0,0,0,0,R
Z(1709970801.356399),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.368093),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.372034),197,0,0,0,0,0,0,0,0,R
Z(1709970801.378706),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.388069),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.392037),197,0,0,0,0,0,0,0,0,R
Z(1709970801.396030),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.400349),103,0,0,0,0,0,0,0,0,R
Z(1709970801.408100),0,0,0,0,0,0,0,0,0,T
Z(1709970801.412125),0,0,0,0,0,0,0,0,0,T
Z(1709970801.416042),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.428055),0,0,0,0,0,0,0,0,0,T
Z(1709970801.432089),197,0,0,0,0,0,0,0,0,R
Z(1709970801.436064),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.440085),280,0,0,32,68,0,0,0,0,R
Z(1709970801.441935),284,0,0,0,0,90,0,0,0,R
Z(1709970801.448034),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.452042),197,0,0,0,0,0,0,0,0,R
Z(1709970801.455963),0,0,0,0,0,0,0,0,0,T
Z(1709970801.468009),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.471973),197,0,0,0,0,0,0,0,0,R
Z(1709970801.478686),0,0,0,0,0,0,0,0,0,T
Z(1709970801.486027),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.491983),197,0,0,0,0,0,0,0,0,R
Z(1709970801.496000),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.500232),103,0,0,0,0,0,0,0,0,R
Z(1709970801.506147),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.512120),197,0,0,0,0,0,0,0,0,R
Z(1709970801.516077),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.526101),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.532119),197,0,0,0,0,0,0,0,0,R
Z(1709970801.536177),0,0,0,0,0,0,0,0,0,T
Z(1709970801.542111),0,0,0,0,0,0,0,0,0,T
Z(1709970801.544099),284,0,0,0,0,90,0,0,0,R
Z(1709970801.546114),106,0D,4C,0,0,0,0,0,0,R
Z(1709970801.552210),197,0,0,0,0,0,0,0,0,R
Z(1709970801.556153),106,0D,4C,0,0,0,0,0,0,R
Z(1709970801.566146),106,0D,4C,0,0,0,0,0,0,R
Z(1709970801.572080),197,0,0,0,0,0,0,0,0,R
Z(1709970801.578741),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.586090),106,0D,50,0,0,0,0,0,0,R
Z(1709970801.592169),0,0,0,0,0,0,0,0,0,T
Z(1709970801.596069),0,0,0,0,0,0,0,0,0,T
Z(1709970801.600406),103,0,0,0,0,0,0,0,0,R
Z(1709970801.606113),0,0,0,0,0,0,0,0,0,T
Z(1709970801.612186),197,0,0,0,0,0,0,0,0,R
Z(1709970801.616001),0,0,0,0,0,0,0,0,0,T
Z(1709970801.626114),106,0D,4C,0,0,0,0,0,0,R
Z(1709970801.632125),197,0,0,0,0,0,0,0,0,R
Z(1709970801.636092),0,0,0,0,0,0,0,0,0,T
Z(1709970801.640133),0,0,0,0,0,0,0,0,0,T
Z(1709970801.642146),284,0,0,0,0,90,0,0,0,R
Z(1709970801.646103),106,0D,4C,0,0,0,0,0,0,R
Z(1709970801.652116),197,0,0,0,0,0,0,0,0,R
Z(1709970801.656112),106,0D,4C,0,0,0,0,0,0,R
Z(1709970801.666105),106,0D,4C,0,0,0,0,0,0,R
Z(1709970801.672146),197,0,0,0,0,0,0,0,0,R
Z(1709970801.676128),106,0D,40,0,0,0,0,0,0,R
Z(1709970801.688152),0,0,0,0,0,0,0,0,0,T
Z(1709970801.692124),197,0,0,0,0,0,0,0,0,R
Z(1709970801.696124),106,0D,40,0,0,0,0,0,0,R
Z(1709970801.700360),103,0,0,0,0,0,0,0,0,R
Z(1709970801.706167),0,0,0,0,0,0,0,0,0,T
Z(1709970801.712127),197,0,0,0,0,0,0,0,0,R
Z(1709970801.716151),106,0D,48,0,0,0,0,0,0,R
Z(1709970801.726137),106,0D,48,0,0,0,0,0,0,R
Z(1709970801.732186),197,0,0,0,0,0,0,0,0,R
Z(1709970801.736133),0,0,0,0,0,0,0,0,0,T
Z(1709970801.740154),280,0,0,32,68,0,0,0,0,R
Z(1709970801.742125),284,0,0,0,0,90,0,0,0,R
Z(1709970801.746077),0,0,0,0,0,0,0,0,0,T
Z(1709970801.752220),197,0,0,0,0,0,0,0,0,R
Z(1709970801.756233),106,0D,48,0,0,0,0,0,0,R
Z(1709970801.766165),106,0D,44,0,0,0,0,0,0,R
Z(1709970801.772196),197,0,0,0,0,0,0,0,0,R
Z(1709970801.776047),0,0,0,0,0,0,0,0,0,T
Z(1709970801.786148),106,0D,44,0,0,0,0,0,0,R
Z(1709970801.792182),0,0,0,0,0,0,0,0,0,T
Z(1709970801.796139),0,0,0,0,0,0,0,0,0,T
Z(1709970801.800364),103,0,0,0,0,0,0,0,0,R
Z(1709970801.806158),0,0,0,0,0,0,0,0,0,T
Z(1709970801.812151),197,0,0,0,0,0,0,0,0,R
Z(1709970801.816136),0,0,0,0,0,0,0,0,0,T
Z(1709970801.826190),106,0D,30,0,0,0,0,0,0,R
Z(1709970801.832178),197,0,0,0,0,0,0,0,0,R
Z(1709970801.836186),106,0D,30,0,0,0,0,0,0,R
Z(1709970801.840174),280,0,0,33,69,0,0,0,0,R
Z(1709970801.842163),284,0,0,0,0,90,0,0,0,R
Z(1709970801.848182),0,0,0,0,0,0,0,0,0,T
Z(1709970801.852158),197,0,0,0,0,0,0,0,0,R
Z(1709970801.856162),106,0D,30,0,0,0,0,0,0,R
Z(1709970801.866131),0,0,0,0,0,0,0,0,0,T
Z(1709970801.872145),197,0,0,0,0,0,0,0,0,R
Z(1709970801.876149),106,0D,34,0,0,0,0,0,0,R
Z(1709970801.886175),106,0D,34,0,0,0,0,0,0,R
Z(1709970801.892236),197,0,0,0,0,0,0,0,0,R
Z(1709970801.896161),0,0,0,0,0,0,0,0,0,T
Z(1709970801.900386),103,0,0,0,0,0,0,0,0,R
Z(1709970801.906236),0,0,0,0,0,0,0,0,0,T
Z(1709970801.912203),197,0,0,0,0,0,0,0,0,R
Z(1709970801.916162),106,0D,40,0,0,0,0,0,0,R
Z(1709970801.926155),0,0,0,0,0,0,0,0,0,T
Z(1709970801.932428),197,0,0,0,0,0,0,0,0,R
Z(1709970801.936177),106,0D,40,0,0,0,0,0,0,R
Z(1709970801.940205),280,0,0,33,69,0,0,0,0,R
Z(1709970801.942187),284,0,0,0,0,90,0,0,0,R
Z(1709970801.946200),0,0,0,0,0,0,0,0,0,T
Z(1709970801.952270),0,0,0,0,0,0,0,0,0,T
Z(1709970801.956231),0,0,0,0,0,0,0,0,0,T
Z(1709970801.966228),106,0D,44,0,0,0,0,0,0,R
Z(1709970801.972205),197,0,0,0,0,0,0,0,0,R
Z(1709970801.976192),106,0D,44,0,0,0,0,0,0,R
Z(1709970801.986239),0,0,0,0,0,0,0,0,0,T
Z(1709970801.992218),197,0,0,0,0,0,0,0,0,R
Z(1709970801.996197),0,0,0,0,0,0,0,0,0,T
Z(1709970802.000397),103,0,0,0,0,0,0,0,0,R
Z(1709970802.006537),106,0D,44,0,0,0,0,0,0,R
Z(1709970802.012222),197,0,0,0,0,0,0,0,0,R
Z(1709970802.016178),106,0D,44,0,0,0,0,0,0,R
Z(1709970802.026215),106,0D,44,0,0,0,0,0,0,R
Z(1709970802.032218),197,0,0,0,0,0,0,0,0,R
Z(1709970802.036225),106,0D,44,0,0,0,0,0,0,R
Z(1709970802.040158),0,0,0,0,0,0,0,0,0,T
Z(1709970802.042224),284,0,0,0,0,90,0,0,0,R
Z(1709970802.046205),106,0D,48,0,0,0,0,0,0,R
Z(1709970802.052212),0,0,0,0,0,0,0,0,0,T
Z(1709970802.056219),0,0,0,0,0,0,0,0,0,T
Z(1709970802.066226),106,0D,48,0,0,0,0,0,0,R
Z(1709970802.072216),197,0,0,0,0,0,0,0,0,R
Z(1709970802.076192),106,0D,48,0,0,0,0,0,0,R
Z(1709970802.086213),106,0D,48,0,0,0,0,0,0,R
Z(1709970802.092221),0,0,0,0,0,0,0,0,0,T
Z(1709970802.096295),106,0D,54,0,0,0,0,0,0,R
Z(1709970802.100475),103,0,0,0,0,0,0,0,0,R
Z(1709970802.106568),0,0,0,0,0,0,0,0,0,T
Z(1709970802.112161),197,0,0,0,0,0,0,0,0,R
Z(1709970802.116219),106,0D,54,0,0,0,0,0,0,R
Z(1709970802.126255),106,0D,54,0,0,0,0,0,0,R
Z(1709970802.132399),197,0,0,0,0,0,0,0,0,R
Z(1709970802.136236),106,0D,54,0,0,0,0,0,0,R
Z(1709970802.140246),0,0,0,0,0,0,0,0,0,T
Z(1709970802.142225),284,0,0,0,0,90,0,0,0,R
Z(1709970802.146215),0,0,0,0,0,0,0,0,0,T
Z(1709970802.152475),197,0,0,0,0,0,0,0,0,R
Z(1709970802.156261),106,0D,64,0,0,0,0,0,0,R
Z(1709970802.166248),106,0D,64,0,0,0,0,0,0,R
Z(1709970802.172245),197,0,0,0,0,0,0,0,0,R
Z(1709970802.176269),0,0,0,0,0,0,0,0,0,T
Z(1709970802.186251),106,0D,68,0,0,0,0,0,0,R
Z(1709970802.192289),197,0,0,0,0,0,0,0,0,R
Z(1709970802.196304),106,0D,68,0,0,0,0,0,0,R
Z(1709970802.200407),103,0,0,0,0,0,0,0,0,R
Z(1709970802.206274),106,0D,68,0,0,0,0,0,0,R
Z(1709970802.212397),197,0,0,0,0,0,0,0,0,R
Z(1709970802.216294),106,0D,68,0,0,0,0,0,0,R
Z(1709970802.226267),106,0D,68,0,0,0,0,0,0,R
